disease	short_form	snp	chr	pos	region	pvalue	or_value	beta	ancestry_initial	pubmed	first_author	year	title	mhc	asian_ancestry
Type1_diabetes	MONDO_0005147	rs2153977-T	1	113537449.0	1p13.2	4e-07	1.491		European	25936594	Tomer Y	2015	Genome wide identification of new genes and pathways in patients with both autoimmune thyroiditis and type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs10751776-C	1	24970252.0	1p36.11	3.0000000000000004e-08		0.07814535	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs574384-A	1	35622060.0	1p34.3	2e-08		0.13360222	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs12742756-G	1	37881745.0	1p34.3	4e-08		0.08310696	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs855330-C	1	63648218.0	1p31.3	4.9999999999999995e-11		0.111207716	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs1493696-A	1	119962909.0	1p12	8e-09		0.12832591	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs570794153-GA	1	198629260.0	1q31.3	4e-11		0.14543974	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs12128789-C	1	212679490.0	1q32.3	4e-09		0.12696852	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs1881146-T	2	12494668.0	2p24.3	5e-08		0.09517027	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs12464462-G	2	60409281.0	2p16.1	9e-10		0.0879553	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs13018977-A	2	241338592.0	2q37.3	2e-08		0.100334994	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs12644686-G	4	184381748.0	4q35.1	2e-08		0.10774961	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs114378220-T	5	111230662.0	5q22.1	5e-09		0.17790234	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs766751473-T	5	132431072.0	5q31.1	1e-08		0.080249354	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs1050979-G	6	410417.0	6p25.3	6e-14		0.106195554	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs7805218-A	7	20339178.0	7p21.1	9.000000000000001e-09		0.09541352	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs7795896-T	7	117446559.0	7q31.2	2e-16		0.13543522	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs1947178-G	8	58959618.0	8q12.1	2e-09		0.10326733	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs13259300-C	8	119070702.0	8q24.12	3e-10		0.0921915	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs3802214-C	8	140606084.0	8q24.3	3.0000000000000004e-08		0.10660862	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs541856133-T	9	133060938.0	9q34.13	4e-17		1.1022301	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs537544-T	10	8066419.0	10p14	9.000000000000001e-09		0.08641077	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs78325861-G	10	70618733.0	10q22.1	2e-11		0.2820823	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs140215710-A	11	2881830.0	11p15.4	4e-08		0.412643	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs7936434-C	11	76582761.0	11q13.5	4e-08		0.07692268	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs607703-T	11	128734279.0	11q24.3	1e-10		0.09201457	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs7301381-C	12	8971336.0	12p13.31	4.9999999999999995e-11		0.09358772	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs238265-G	13	42356523.0	13q14.11	2e-09		0.09082453	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs4238595-C	16	20331769.0	16p12.3	2e-11		0.11213453	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs8046043-C	16	80250127.0	16q23.2	2e-08		0.08458667	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs61759532-T	17	7337072.0	17p13.1	2e-10		0.11837882	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs11651753-T	17	47951723.0	17q21.32	1e-09		0.08688845	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs57209021-T	17	68168777.0	17q24.2	4e-08		0.1006932	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs74203920-T	21	44294411.0	21q22.3	2e-08		0.3138792	European	34012112	Chiou J	2021	Interpreting type 1 diabetes risk with genetics and single-cell epigenomics.	False	False
Type1_diabetes	MONDO_0005147	rs689-T	11	2160994.0	11p15.5	1e-160	2.21		European	32005708	Forgetta V	2020	Rare Genetic Variants of Large Effect Influence Risk of Type 1 Diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs2128344-A	21	20724226.0	21q21.1	8e-12	2.12		European	32005708	Forgetta V	2020	Rare Genetic Variants of Large Effect Influence Risk of Type 1 Diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs60587303-C	2	168190122.0	2q24.3	3.0000000000000004e-09	1.97		European	32005708	Forgetta V	2020	Rare Genetic Variants of Large Effect Influence Risk of Type 1 Diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs192324744-G	2	141543366.0	2q22.2	2e-11	1.63		European	32005708	Forgetta V	2020	Rare Genetic Variants of Large Effect Influence Risk of Type 1 Diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs34536443-G	19	10352442.0	19p13.2	2e-11	1.45		European	32005708	Forgetta V	2020	Rare Genetic Variants of Large Effect Influence Risk of Type 1 Diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs2269247-T	1	63641613.0	1p31.3	1e-10	1.17		European	32005708	Forgetta V	2020	Rare Genetic Variants of Large Effect Influence Risk of Type 1 Diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs9273368-G	6	32658698.0	6p21.32	8e-40	2.99		European	30254083	Cousminer DL	2018	First Genome-Wide Association Study of Latent Autoimmune Diabetes in Adults Reveals Novel Insights Linking Immune and Metabolic Diabetes.	True	False
Type1_diabetes	MONDO_0005147	rs7903146-C	10	112998590.0	10q25.2	9e-12		0.2316	Hispanic or Latin American	39024449	Verma A	2024	Diversity and scale: Genetic architecture of 2068 traits in the VA Million Veteran Program.	False	False
Type1_diabetes	MONDO_0005147	rs6679677-A	1	113761186.0	1p13.2	1e-22		0.51	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs1427679-A	2	203859027.0	2q33.2	3e-07		0.17	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs9271365-T	6	32619017.0	6p21.32	0.0		1.29	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	True	False
Type1_diabetes	MONDO_0005147	rs35726503-A	8	11734407.0	8p23.1	4e-07		0.18	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs61839660-T	10	6052734.0	10p15.1	2e-08		0.43	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs11009245-T	10	33140315.0	10p11.22	5e-07		0.17	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs737391-A	10	88257039.0	10q23.31	2e-08		0.25	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs689-A	11	2160994.0	11p15.5	2e-45		0.59	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs7302200-A	12	56055651.0	12q13.2	8e-13		0.27	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs597808-A	12	111535554.0	12q24.12	4.9999999999999995e-11		0.24	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs35829240-G	22	30037183.0	22q12.2	5e-07		0.17	African American or Afro-Caribbean;Hispanic or Latin American;European	38453145	Michalek DA	2024	A multi-ancestry genome-wide association study in type 1 diabetes.	False	False
Type1_diabetes	MONDO_0005147	rs3842727-A	11	2163618.0	11p15.5	3e-07	1.9841269		European	29310926	Sharma A	2018	Identification of non-HLA genes associated with development of islet autoimmunity and type 1 diabetes in the prospective TEDDY cohort.	False	False
Type1_diabetes	MONDO_0005147	rs73043122-C	6	166969779.0	6q27	4e-06	3.351		European	29310926	Sharma A	2018	Identification of non-HLA genes associated with development of islet autoimmunity and type 1 diabetes in the prospective TEDDY cohort.	False	False
Type1_diabetes	MONDO_0005147	rs113306148-A	10	122400322.0	10q26.13	3e-06	3.067		European	29310926	Sharma A	2018	Identification of non-HLA genes associated with development of islet autoimmunity and type 1 diabetes in the prospective TEDDY cohort.	False	False
Type1_diabetes	MONDO_0005147	rs10831551-C	11	2217058.0	11p15.5	4.9999999999999996e-06	2.219		European	29310926	Sharma A	2018	Identification of non-HLA genes associated with development of islet autoimmunity and type 1 diabetes in the prospective TEDDY cohort.	False	False
Type1_diabetes	MONDO_0005147	rs428595-A	22	21662102.0	22q11.21	2e-06	3.424		European	29310926	Sharma A	2018	Identification of non-HLA genes associated with development of islet autoimmunity and type 1 diabetes in the prospective TEDDY cohort.	False	False
Type1_diabetes	MONDO_0005147	chr6:32535377-A				2e-306	0.113		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr6:31275040-A				2e-286	0.4354		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr6:32684938-A				2e-308	0.2943		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:135859184-C				1e-121	0.5905		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:135671796-C				6.0000000000000005e-117	0.5974		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:135149518-G				1e-116	0.5995		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:135571320-T				7e-114	0.603		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:135403522-G				2e-113	0.6048		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:136026774-G				1e-91	0.6281		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:135265228-T				2e-75	0.644		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr2:136221960-G				2e-73	0.6755		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr6:29683408-G				2e-60	0.6795		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr6:29949300-A				2e-44	0.7186		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr11:18269981-G				2.9999999999999996e-39	0.7426		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr4:137228466-C				1e-20	0.7649		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
Type1_diabetes	MONDO_0005147	chr3:57373867-G				6e-17	0.7655		European	34302048	Qu HQ	2021	Genetic architecture of type 1 diabetes with low genetic risk score informed by 41 unreported loci.	False	False
