dataset_id,zone,source_database,accession_or_id,title,publication,year,url,organism,country_or_ancestry,sample_count_reported,sample_types,assay_type,phenotypes,contains_cancer,contains_hla_alleles,contains_hla_expression,contains_autoimmune,contains_hashimoto,contains_graves,contains_survival,contains_rai_response,contains_dm1_dm2,contains_fusion_status,contains_braf_ras_tert,access_status,download_status,local_path,allowed_use,forbidden_use,boundary_risk_level,notes
P2_HLA_DICTIONARY,REFERENCE_POPULATION_HLA,HLA_dictionary,hla_dictionary,HLA serotype-to-allele dictionary,Marsh et al. Tissue Antigens 2010,2010,https://www.ebi.ac.uk/ipd/imgt/hla/dictionary.html,Homo sapiens,Reference,N/A,Allele dictionary,Nomenclature,Reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,data_registry/reference_population_hla/hla_dictionary/ (planned),Serotype mapping reference,Stand-alone allele frequency claim,low,Reference cross-walk
P2_BMDW_KOREA_DETAIL,REFERENCE_POPULATION_HLA,BMDW,bmdw_korea_detail,BMDW Korea detailed allele table,BMDW consortium,ongoing,https://www.bmdw.org/,Homo sapiens,South Korean,>200000 Korean donors,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,access_check_required,data_registry/reference_population_hla/bmdw_korea/ (planned),Korean detailed allele frequencies,Direct individual-level claim,low,Aggregate-only access
P2_BMDW_JAPAN,REFERENCE_POPULATION_HLA,BMDW,bmdw_japan_detail,BMDW Japan allele table,BMDW consortium,ongoing,https://www.bmdw.org/,Homo sapiens,Japanese,>500000 donors,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,access_check_required,data_registry/reference_population_hla/bmdw_japan/ (planned),Japanese baseline (East Asian sensitivity),Direct individual-level claim,low,Aggregate-only access
P2_BMDW_CHINA,REFERENCE_POPULATION_HLA,BMDW,bmdw_china_detail,BMDW China allele table,BMDW consortium,ongoing,https://www.bmdw.org/,Homo sapiens,Chinese,>2 million donors,Healthy donors,HLA typing,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,access_check_required,data_registry/reference_population_hla/bmdw_china/ (planned),Chinese baseline (East Asian sensitivity),Direct individual-level claim,low,Aggregate-only access
P2_NMDP_HAPLO_KOR,REFERENCE_POPULATION_HLA,NMDP,nmdp_haplotype_korean_subset,NMDP Korean haplotype frequencies subset,Maiers et al. + NMDP,various,https://bioinformatics.bethematchclinical.org/,Homo sapiens,US Korean-American,NEEDS_MANUAL_REVIEW,Healthy donors,HLA haplotypes,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_aggregate_only,download_required,data_registry/reference_population_hla/nmdp_kor/ (planned),Korean-American baseline,Direct Korean-Korean transfer without ancestry caveat,medium,Diaspora ≠ home cohort
P2_HLA_AFR,REFERENCE_POPULATION_HLA,AFND,AFND_African_pool,AFND African aggregated HLA frequencies,Gonzalez-Galarza et al. NAR (AFND),ongoing,http://www.allelefrequencies.net/,Homo sapiens,African,varies,Healthy African populations,HLA typing aggregated,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,manual_export_required,data_registry/reference_population_hla/afnd_african/ (planned),Sensitivity baseline,Cancer claim,low,Ancestry caveat mandatory
P2_HLA_LATAM,REFERENCE_POPULATION_HLA,AFND,AFND_LatAm_pool,AFND Latin American aggregated HLA frequencies,Gonzalez-Galarza et al. NAR (AFND),ongoing,http://www.allelefrequencies.net/,Homo sapiens,Latin American mixed,varies,Healthy LatAm populations,HLA typing aggregated,Healthy reference,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,public_open,manual_export_required,data_registry/reference_population_hla/afnd_latam/ (planned),Sensitivity baseline,Cancer claim,low,Ancestry caveat mandatory
P2_KOR_HLA_HWGK,REFERENCE_POPULATION_HLA,Publication,HWGK_Korean_HLA,HLA Working Group Korea reference panels,HWGK consortium,various,NEEDS_MANUAL_REVIEW,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Healthy + clinical,HLA typing,Healthy + multiple disease,NO,YES,NO,partial,partial,partial,NO,NO,NO,NO,NO,public_open,locate_pubs,data_registry/reference_population_hla/hwgk/ (planned),Korean clinical-context HLA reference,Cancer claim,low,[VERIFIED-MANUAL-NEEDED] Search for HWGK / Korean Society for HLA
BR_GSE234057_HT,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE234057_HT,HT-PTC subset placeholder,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE234057,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,NEEDS_MANUAL_REVIEW,HT + PTC (verify),partial,NO,partial,YES,YES,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse234057_ht/ (planned),Bridge HT-PTC context,Cancer susceptibility claim,medium,Filter HT subset; cross-link with P1_GSE234057
BR_GSE193437_HT,BRIDGE_QUARANTINE_HT_PTC,GEO,GSE193437_HT,HT-PTC scRNA subset placeholder,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193437,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tissue,scRNA-seq,HT + PTC (verify),partial,NO,YES,YES,YES,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse193437_ht/ (planned),Bridge HT-PTC scRNA,Cancer susceptibility claim,medium,Filter HT subset
BR_HT_SUNYATSEN,BRIDGE_QUARANTINE_HT_PTC,Publication,sun_yatsen_HT_chinese,Chinese Hashimoto cohort placeholder (Sun Yat-sen / equivalent),NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Homo sapiens,Chinese,NEEDS_MANUAL_REVIEW,HT tissue,NEEDS_MANUAL_REVIEW,HT,NO,NO,partial,YES,YES,NO,NO,NO,NO,NO,NO,public_open_partial,locate_pmid,project/data/external/sun_yatsen_HT/ (planned),Chinese HT bridge context,Cancer claim,medium,[VERIFIED-MANUAL-NEEDED] Locate PMID
BR_HT_UCHIYAMA,BRIDGE_QUARANTINE_HT_PTC,Publication,uchiyama_japanese_HT,Japanese Hashimoto cohort placeholder,Uchiyama et al. various,various,NEEDS_MANUAL_REVIEW,Homo sapiens,Japanese,NEEDS_MANUAL_REVIEW,HT tissue,NEEDS_MANUAL_REVIEW,HT,NO,NO,partial,YES,YES,NO,NO,NO,NO,NO,NO,public_open_partial,locate_pmid,project/data/external/uchiyama_HT/ (planned),Japanese HT bridge context,Cancer claim,medium,[VERIFIED-MANUAL-NEEDED] Locate exact reference
P1_PEDIATRIC_GENIE,PAPER1_CANCER_CORE,AACR_GENIE,genie_pediatric_thyroid,AACR Project GENIE pediatric thyroid subset,AACR Project GENIE Consortium,2024,https://www.synapse.org/genie,Homo sapiens,Multi-institution,NEEDS_MANUAL_REVIEW,Pediatric thyroid tumor,Targeted DNA panels,Pediatric thyroid cancer,YES,NO,NO,NO,NO,NO,partial,NO,partial,partial,YES,public_open_with_registration,registration_required,project/data/external/genie_pediatric_thyroid/ (planned),Pediatric thyroid mutation reference,HLA allele claim,low,Filter pediatric (≤18) subset
P1_KRAUS_RAI,PAPER1_CANCER_CORE,Publication,Kraus_RAI_refractory,Kraus / equivalent RAI-refractory thyroid expression studies,NEEDS_MANUAL_REVIEW,various,NEEDS_MANUAL_REVIEW,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,RAI-refractory tumor,Mixed,RAI-refractory,YES,NO,partial,NO,NO,NO,partial,YES,partial,partial,partial,public_open_partial,locate_pmid,project/data/external/rai_refractory_meta/ (planned),Additional RAI-refractory references,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Search for recent RAI-refractory series
P1_RAI_DURANTE,PAPER1_CANCER_CORE,Publication,Durante_RAI_outcome,Durante et al. RAI long-term outcome,Durante et al. JCEM 2006,2006,https://pubmed.ncbi.nlm.nih.gov/16868050/,Homo sapiens,Italian,~444,Differentiated thyroid cancer,Clinical outcome,Long-term RAI follow-up,YES,NO,NO,NO,NO,NO,YES,YES,partial,NO,partial,public_open,literature_only,project/data/external/durante_2006/ (planned),Long-term RAI outcome reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Foundational RAI outcome paper
P1_THYROCYTE_MAYO,PAPER1_CANCER_CORE,Mayo_Clinic,mayo_thyroid_outcome,Mayo Clinic thyroid cancer long-term outcome (placeholder),Hay / McConahey etc.,various,NEEDS_MANUAL_REVIEW,Homo sapiens,USA,NEEDS_MANUAL_REVIEW,Multiple thyroid subtypes,Clinical,Long-term outcome,YES,NO,NO,NO,NO,NO,YES,YES,partial,NO,partial,public_open_partial,locate_pmid,project/data/external/mayo_thyroid/ (planned),Long-term outcome reference,HLA allele claim,low,Mayo series for survival benchmarks
P1_HOPKINS_THYROID,PAPER1_CANCER_CORE,Publication,hopkins_thyroid_long_term,Johns Hopkins thyroid cancer outcome series,Tufano / Sosa etc.,various,NEEDS_MANUAL_REVIEW,Homo sapiens,USA,NEEDS_MANUAL_REVIEW,Multiple thyroid subtypes,Clinical,Long-term outcome,YES,NO,NO,NO,NO,NO,YES,YES,partial,NO,partial,public_open_partial,locate_pmid,project/data/external/hopkins_thyroid/ (planned),Long-term outcome reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Search relevant Hopkins series
P1_KOR_NCC,PAPER1_CANCER_CORE,Publication,korean_ncc_thyroid,Korean National Cancer Center thyroid series,Korean NCC publications,various,https://ncc.re.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Multiple thyroid subtypes,Clinical + omics,Long-term outcome,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/korean_ncc/ (planned),Korean NCC thyroid reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Korean clinical reference
P1_KOR_SNUH,PAPER1_CANCER_CORE,Publication,korean_snuh_thyroid,SNUH thyroid cancer omics series,Various Park / Kim / Lee / SNUH,various,https://www.snuh.org/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Multiple thyroid subtypes,Mixed,Long-term clinical + omics,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/korean_snuh/ (planned),Korean SNUH reference,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] Bundang outreach-stage per memory v17_K2_vs_bundang_distinction
P1_KOR_AMC,PAPER1_CANCER_CORE,Publication,korean_amc_thyroid,Asan Medical Center thyroid cancer series,AMC publications,various,https://amc.seoul.kr/,Homo sapiens,South Korean,NEEDS_MANUAL_REVIEW,Multiple thyroid subtypes,Mixed,Long-term clinical + omics,YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,public_open_partial,locate_pmid,project/data/external/korean_amc/ (planned),Korean AMC reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Search relevant AMC series
P1_GSE126698,PAPER1_CANCER_CORE,GEO,GSE126698,Thyroid cancer expression candidate,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE126698,Homo sapiens,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid tumor,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),YES,NO,partial,NO,NO,NO,NO,NO,partial,NO,partial,public_open,not_downloaded,project/data/external/gse126698/ (planned),Pending review,HLA allele claim,low,[VERIFIED-OK] Verify exists
RR_TOPMED_THYROID,RESTRICTED_OR_REJECTED,TOPMed,topmed_thyroid_endpoints,TOPMed thyroid endpoints,NHLBI TOPMed,ongoing,https://topmed.nhlbi.nih.gov/,Homo sapiens,US multi-ancestry,>180000 WGS,Population biobank,WGS + phenotype,Multiple endpoints,partial,partial,partial,partial,partial,partial,partial,NO,partial,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,US multi-ancestry whole-genome
RR_KOREAN_GENOME_PROJECT,RESTRICTED_OR_REJECTED,KoreanGenomeProject,korean_genome_project,Korean Genome Project (KOREA1K / KOREA10K) WGS,KOREA10K consortium,ongoing,https://koreangenome.org/,Homo sapiens,South Korean,>10000 WGS,Population genomics,WGS,Population reference,NO,partial,NO,partial,partial,partial,NO,NO,NO,NO,NO,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,Korean WGS reference
RR_AMR_KOREAN,RESTRICTED_OR_REJECTED,AMR,asian_multi_ethnic_risk,Asian Multi-Ethnic Risk Score consortium placeholder,various,ongoing,NEEDS_MANUAL_REVIEW,Homo sapiens,Asian multi-ethnic,NEEDS_MANUAL_REVIEW,Population biobank,GWAS / WGS,Multiple endpoints,partial,partial,partial,partial,partial,partial,partial,NO,partial,NO,partial,access_application_required,blocked_no_credentials,N/A,N/A,Application required,high,Asian-specific risk score consortium
P1_ICI_SNYDER_2014,PAPER1_CANCER_CORE,Publication,Snyder_2014_melanoma,Snyder melanoma anti-CTLA-4 mutational landscape,Snyder et al. NEJM 2014 371(23):2189-2199,2014,https://www.nejm.org/doi/10.1056/NEJMoa1406498,Homo sapiens,USA,~64,Melanoma tumor,WES,Anti-CTLA-4 response,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/snyder_2014/ (planned),Foundational TMB-ICI paper,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Often used as ICI training reference
P1_ICI_SNYDER_2017_BLADDER,PAPER1_CANCER_CORE,Publication,Snyder_2017_bladder,Snyder bladder anti-PD-L1 mutational landscape,Snyder et al. PLoS Med 2017 14(5):e1002309,2017,https://journals.plos.org/plosmedicine/article?id=10.1371/journal.pmed.1002309,Homo sapiens,USA,~29,Bladder tumor,WES + RNA-seq,Anti-PD-L1 response,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/snyder_2017_bladder/ (planned),Bladder ICI training reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Small bladder ICI cohort
P1_ICI_FORDE_2018_NSCLC,PAPER1_CANCER_CORE,Publication,Forde_2018_NSCLC_neoadjuvant,Forde NSCLC neoadjuvant nivolumab,Forde et al. NEJM 2018 378(21):1976-1986,2018,https://www.nejm.org/doi/10.1056/NEJMoa1716078,Homo sapiens,USA,~22,NSCLC tumor,WES + RNA-seq,Neoadjuvant nivolumab response,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/forde_2018/ (planned),Neoadjuvant ICI reference,HLA allele claim,low,[VERIFIED-OK-XCANCER: 'Initial results of pulmonary resection after neoadjuvant nivolumab in patients w'] Small early-stage cohort
P1_ICI_CHEN_2017,PAPER1_CANCER_CORE,Publication,Chen_2017_melanoma,Chen melanoma sequential biopsies anti-PD-1,Chen et al. Cancer Discov 2016 6(8):827-837,2016,https://aacrjournals.org/cancerdiscovery/article/6/8/827/5979,Homo sapiens,USA,~53,Melanoma sequential,RNA-seq,Anti-PD-1 sequential response,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/chen_2017/ (planned),Sequential ICI reference,HLA allele claim,low,[VERIFIED-MANUAL-NEEDED] Pre+on-treatment paired
P1_ICI_ROH_2017,PAPER1_CANCER_CORE,Publication,Roh_2017_melanoma,Roh melanoma sequential ICI TCR,Roh et al. Sci Transl Med 2017 9(379):eaah3560,2017,https://www.science.org/doi/10.1126/scitranslmed.aah3560,Homo sapiens,USA,~56,Melanoma sequential,WES + TCR-seq,Anti-PD-1 vs anti-CTLA-4 sequential,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,partial,public_open_partial,not_downloaded,project/data/external/roh_2017/ (planned),TCR repertoire ICI reference,HLA allele claim,medium,[VERIFIED-MANUAL-NEEDED] TCR-seq layer
P1_TCGA_GBM_REF,PAPER1_CANCER_CORE,GDC,TCGA-GBM,TCGA Glioblastoma (cross-cancer reference),TCGA Nature 2008 + Cell 2013,2008-2013,https://portal.gdc.cancer.gov/projects/TCGA-GBM,Homo sapiens,USA mixed,~617,GBM tumor,RNA-seq + WXS + methylation,GBM subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_gbm/ (planned),Cross-cancer DM1 generalization context,HLA allele claim,low,Reference cohort
P1_TCGA_LGG_REF,PAPER1_CANCER_CORE,GDC,TCGA-LGG,TCGA Low-Grade Glioma (cross-cancer reference),TCGA NEJM 2015,2015,https://portal.gdc.cancer.gov/projects/TCGA-LGG,Homo sapiens,USA mixed,~516,LGG tumor,RNA-seq + WXS + methylation,LGG subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_lgg/ (planned),Cross-cancer DM1 generalization,HLA allele claim,low,Reference cohort
P1_TCGA_LIHC_REF,PAPER1_CANCER_CORE,GDC,TCGA-LIHC,TCGA Liver Hepatocellular Carcinoma,TCGA Cell 2017 169(7):1327-1341,2017,https://portal.gdc.cancer.gov/projects/TCGA-LIHC,Homo sapiens,USA mixed,~377,Liver tumor,RNA-seq + WXS + methylation,LIHC subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_lihc/ (planned),Cross-cancer reference (East Asian-relevant),HLA allele claim,low,Reference cohort
P1_TCGA_OV_REF,PAPER1_CANCER_CORE,GDC,TCGA-OV,TCGA Ovarian Serous Carcinoma,TCGA Nature 2011 474(7353):609-615,2011,https://portal.gdc.cancer.gov/projects/TCGA-OV,Homo sapiens,USA mixed,~603,Ovarian tumor,RNA-seq + WXS,OV subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_ov/ (planned),Cross-cancer reference,HLA allele claim,low,Reference cohort
P1_TCGA_PAAD_REF,PAPER1_CANCER_CORE,GDC,TCGA-PAAD,TCGA Pancreatic Adenocarcinoma,TCGA Cancer Cell 2017 32(2):185-203,2017,https://portal.gdc.cancer.gov/projects/TCGA-PAAD,Homo sapiens,USA mixed,~185,PDAC tumor,RNA-seq + WXS + methylation,PAAD subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_paad/ (planned),Cross-cancer reference,HLA allele claim,low,Reference cohort
P1_TCGA_ESCA_REF,PAPER1_CANCER_CORE,GDC,TCGA-ESCA,TCGA Esophageal Carcinoma,TCGA Nature 2017 541(7636):169-175,2017,https://portal.gdc.cancer.gov/projects/TCGA-ESCA,Homo sapiens,USA mixed,~185,Esophageal tumor,RNA-seq + WXS,ESCA subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_esca/ (planned),Cross-cancer reference,HLA allele claim,low,Reference cohort
P1_TCGA_BLCA_REF,PAPER1_CANCER_CORE,GDC,TCGA-BLCA,TCGA Bladder Urothelial Carcinoma,TCGA Cell 2017 171(3):540-556,2017,https://portal.gdc.cancer.gov/projects/TCGA-BLCA,Homo sapiens,USA mixed,~412,Bladder tumor,RNA-seq + WXS + methylation,BLCA subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_blca/ (planned),Cross-cancer reference (ICI context),HLA allele claim,low,IMvigor210 anatomical reference
P1_TCGA_UCEC_REF,PAPER1_CANCER_CORE,GDC,TCGA-UCEC,TCGA Endometrial Carcinoma,TCGA Nature 2013 497(7447):67-73,2013,https://portal.gdc.cancer.gov/projects/TCGA-UCEC,Homo sapiens,USA mixed,~545,Uterine tumor,RNA-seq + WXS + methylation,UCEC subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_ucec/ (planned),Cross-cancer reference,HLA allele claim,low,Reference cohort
P1_TCGA_KIRP_REF,PAPER1_CANCER_CORE,GDC,TCGA-KIRP,TCGA Kidney Papillary Cell,TCGA NEJM 2016 374(2):135-145,2016,https://portal.gdc.cancer.gov/projects/TCGA-KIRP,Homo sapiens,USA mixed,~291,KIRP tumor,RNA-seq + WXS + methylation,KIRP subtypes,YES,NO,partial,NO,NO,NO,YES,NO,NO,NO,YES,public_open,api_available,project/data/external/tcga_kirp/ (planned),Cross-cancer reference (papillary axis),HLA allele claim,low,Papillary anatomical-architectural neighbor
P1_MET500,PAPER1_CANCER_CORE,MET500,met500_metastatic,MET500 metastatic cancer integrated cohort,Robinson et al. Nature 2017 548(7667):297-303,2017,https://met500.path.med.umich.edu/,Homo sapiens,USA mixed,~500,Metastatic tumor pan-cancer,WGS + RNA-seq,Metastatic pan-cancer (incl thyroid),YES,NO,partial,NO,NO,NO,YES,NO,partial,partial,YES,public_open,downloadable,project/data/external/met500/ (planned),Metastatic pan-cancer (filter to thyroid),HLA allele claim,low,Filter to THCA samples
P1_HCMI,PAPER1_CANCER_CORE,HCMI,hcmi_thyroid_models,HCMI Human Cancer Models Initiative thyroid models,HCMI consortium,ongoing,https://www.cancer.gov/ccg/research/functional-genomics/hcmi,Homo sapiens,Mixed,NEEDS_MANUAL_REVIEW,Thyroid cancer organoid + xenograft models,WGS + RNA-seq + drug response,Thyroid cancer models,YES,NO,partial,NO,NO,NO,N/A,partial,partial,partial,partial,public_open,query_required,project/data/external/hcmi_thyroid/ (planned),Patient-derived organoid / xenograft models for DM1 perturbation,Patient-claim transfer from organoid,medium,Filter thyroid models
P1_PROJECT_ACHILLES,PAPER1_CANCER_CORE,DepMap,project_achilles_thyroid,Project Achilles CRISPR-KO essentiality (thyroid lines),Tsherniak et al. Cell 2017 + ongoing,2017+,https://depmap.org/portal/,Homo sapiens,Cell-line mixed,~1100 lines (~30 thyroid),Cell lines,CRISPR-KO essentiality,Functional genomics,YES,NO,partial,NO,NO,NO,N/A,N/A,partial,partial,YES,public_open,downloadable,project/data/external/achilles_thyroid/ (planned),Gene-dependency context for DM1 mechanism,Patient-claim transfer,medium,Cell-line only
P1_PROJECT_DRIVE,PAPER1_CANCER_CORE,Project_DRIVE,project_drive_thyroid,Project DRIVE shRNA-based dependency screen,McDonald et al. Cell 2017 170(3):577-592,2017,https://depmap.org/portal/,Homo sapiens,Cell-line mixed,~398 lines,Cell lines,shRNA-KD essentiality,Functional genomics,YES,NO,partial,NO,NO,NO,N/A,N/A,partial,partial,YES,public_open,downloadable,project/data/external/drive_thyroid/ (planned),Complementary dependency context,Patient-claim transfer,medium,Cell-line only
P1_GENIE_BPC,PAPER1_CANCER_CORE,AACR_GENIE_BPC,genie_bpc_thyroid,AACR Project GENIE BPC clinical-genomic thyroid (placeholder),AACR Project GENIE BPC,2024,https://www.synapse.org/genie,Homo sapiens,Multi-institution mixed,NEEDS_MANUAL_REVIEW,Thyroid cancer (clinical-rich subset),Targeted DNA panel + clinical,Thyroid cancer subtypes + clinical,YES,NO,NO,NO,NO,NO,YES,YES,partial,partial,YES,public_open_with_registration,registration_required,project/data/external/genie_bpc_thyroid/ (planned),Clinical-rich GENIE if thyroid BPC is released,HLA allele claim,low,Verify whether thyroid is in current BPC tranche
P1_ORIEN,PAPER1_CANCER_CORE,ORIEN_TCC,orien_thyroid_placeholder,ORIEN Total Cancer Care thyroid subset (placeholder),ORIEN consortium,ongoing,https://oriencancer.org/,Homo sapiens,USA mixed,>250000 enrolled,Tumor primary,RNA-seq + WXS + clinical,Thyroid cancer (verify BPC release),YES,NO,partial,NO,NO,NO,YES,YES,partial,partial,YES,access_application_required,blocked_pending_access,N/A,N/A,Application required,high,Member-institution access
P1_MSIGDB,PAPER1_CANCER_CORE,MSigDB,msigdb_hallmark,MSigDB Hallmark + curated gene-set collections,Liberzon et al. Cell Syst 2015,2015,https://www.gsea-msigdb.org/gsea/msigdb/,Homo sapiens,N/A,N/A (~30000 gene sets),N/A,Gene sets,Hallmark + curated pathways,N/A,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/msigdb/ (planned),Pathway-enrichment reference,N/A,low,Methodology DB
P1_KEGG_THYROID,PAPER1_CANCER_CORE,KEGG,kegg_thyroid_pathways,KEGG thyroid-related pathways,Kanehisa et al. NAR,ongoing,https://www.genome.jp/kegg/pathway/hsa/hsa04918.html,Homo sapiens,N/A,N/A,N/A,Pathway annotations,Thyroid hormone signaling,N/A,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,query_required,project/data/external/kegg_thyroid/ (planned),Pathway reference for RAI-axis genes,N/A,low,Methodology DB
P1_REACTOME_THYROID,PAPER1_CANCER_CORE,Reactome,reactome_thyroid,Reactome thyroid hormone biosynthesis pathways,Jassal et al. NAR 2020,2020,https://reactome.org/PathwayBrowser/#/R-HSA-209968,Homo sapiens,N/A,N/A,N/A,Pathway annotations,Thyroid biosynthesis,N/A,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/reactome_thyroid/ (planned),Pathway reference,N/A,low,Methodology DB
P1_OPEN_TARGETS_THCA,PAPER1_CANCER_CORE,Open_Targets,open_targets_thyroid_cancer,Open Targets thyroid cancer associations,Ochoa et al. NAR 2023,2023,https://platform.opentargets.org/disease/EFO_0002892,Homo sapiens,N/A,N/A,N/A,Drug-target associations,Thyroid cancer,YES,NO,partial,NO,NO,NO,partial,partial,partial,partial,partial,public_open,api_available,project/data/external/open_targets_thca/ (planned),Drug-target reference for translational claims,N/A,low,Methodology DB
P1_DISGENET_THCA,PAPER1_CANCER_CORE,DisGeNET,disgenet_thyroid_cancer,DisGeNET thyroid-cancer gene-disease associations,Pinero et al. NAR 2020,2020,https://www.disgenet.org/,Homo sapiens,N/A,N/A,N/A,Gene-disease associations,Thyroid cancer,YES,NO,partial,NO,NO,NO,partial,partial,partial,partial,partial,public_open,api_available,project/data/external/disgenet_thca/ (planned),Gene-disease reference,N/A,low,Methodology DB
P1_HPO_THYROID,PAPER1_CANCER_CORE,HPO,hpo_thyroid,HPO thyroid phenotype ontology,Kohler et al. NAR 2021,2021,https://hpo.jax.org/app/browse/term/HP:0000820,Homo sapiens,N/A,N/A,N/A,Phenotype ontology,Thyroid phenotypes,N/A,NO,NO,partial,partial,partial,NO,NO,NO,NO,NO,public_open,downloadable,project/data/external/hpo_thyroid/ (planned),Phenotype-term reference,N/A,low,Methodology DB
P1_CLINGEN_THYROID,PAPER1_CANCER_CORE,ClinGen,clingen_thyroid,ClinGen thyroid-cancer gene curations,ClinGen consortium,ongoing,https://clinicalgenome.org/,Homo sapiens,N/A,N/A (curations),N/A,Clinical-validity curations,Thyroid cancer genes,YES,NO,partial,NO,NO,NO,NO,NO,partial,partial,YES,public_open,downloadable,project/data/external/clingen_thyroid/ (planned),Gene-disease validity reference,N/A,low,Methodology DB
P1_COSMIC_THYROID,PAPER1_CANCER_CORE,COSMIC,cosmic_thyroid_signatures,COSMIC thyroid mutational signatures + cell lines,Tate et al. NAR 2019,2019,https://cancer.sanger.ac.uk/cosmic,Homo sapiens,Mixed,large,Tumor + cell lines,Mutation calls + signatures,Thyroid cancer,YES,NO,partial,NO,NO,NO,partial,NO,partial,partial,YES,public_open_with_registration,registration_required,project/data/external/cosmic_thyroid/ (planned),Mutation-signature reference,HLA allele claim,low,Registration required for downloads
